TYPE;CODE;LIB;extension;cma_niv;cma;cmas;cmas_nt;code_imprecis;interdits_en_DP;interdits_en_DR;requerant_un_DR;ssrFP;ssrMP;ssrAE;ssrDAS;ssrZ_CMC;pmsi;MAJ;auteur_MAJ;remarque1;_009_EXT__LIB__finvalid__doublon
D;G990;europathie du système nerveux autonome au cours de maladies endocriniennes et métaboliques;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;G991;utres affections du système nerveux autonome au cours d'autres maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;G992;yélopathies au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;G998;utres affections précisées du système nerveux au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H000;rgelet et autres inflammations profondes de la paupière;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H001;halazion;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H010;lépharite;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H011;ermatoses non infectieuses de la paupière;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H018;utres inflammations précisées de la paupière;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H019;nflammation de la paupière, sans précision;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H020;ntropion et trichiasis de la paupière;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H021;ctropion palpébral;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H022;agophtalmie;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H023;lépharochalasis;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H024;tosis de la paupière;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H025;utres troubles affectant la fonction palpébrale;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H026;anthélasma de la paupière;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H027;utres affections dégénératives des paupières et de la région périoculaire;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H028;utres affections précisées des paupières;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H029;ffection des paupières, sans précision;0;;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;H030;nfection parasitaire de la paupière au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H031;tteinte de la paupière au cours d'autres maladies infectieuses classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H038;tteinte de la paupière au cours d'autres maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H040;acryoadénite;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H041;utres affections des glandes lacrymales;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H042;piphora;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H043;nflammation aiguë et sans précision des voies lacrymales;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H044;nflammation chronique des voies lacrymales;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H045;ténose et insuffisance des voies lacrymales;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H046;utres lésions des voies lacrymales;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H048;utres affections de l'appareil lacrymal;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H049;ffection de l'appareil lacrymal, sans précision;0;;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;H050;nflammation aiguë de l'orbite;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H051;ffections inflammatoires chroniques de l'orbite;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H052;xophtalmie;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H053;éformation de l'orbite;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H054;nophtalmie;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H055;étention (ancienne) de corps étranger secondaire à une plaie pénétrante de l'orbite;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H058;utres affections de l'orbite;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H059;ffection de l'orbite, sans précision;0;;0;0;0;1;1;1;0;N;N;N;O;;O;25/6/09;JF;"26/07/07 finvalid; ; 09/02/07: dpimp dpint";
D;H060;ffections de l'appareil lacrymal au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H061;nfection parasitaire de l'orbite au cours de maladies classées ailleurs;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H062;xophtalmie thyréotoxique (E05.-);0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H063;utres affections de l'orbite au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H100;onjonctivite mucopurulente;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H101;onjonctivite atopique aiguë;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H102;utres conjonctivites aiguës;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H103;onjonctivite aiguë, sans précision;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H104;onjonctivite chronique;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H105;lépharo-conjonctivite;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H108;utres conjonctivites;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H109;onjonctivite, sans précision;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H110;térygion;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H111;épôts et affections dégénératives de la conjonctive;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H112;icatrices de la conjonctive;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H113;émorragie conjonctivale;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H114;utres troubles vasculaires et kystes de la conjonctive;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H118;utres affections précisées de la conjonctive;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H119;ffection de la conjonctive, sans précision;0;;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;H130;arasitose filarienne de la conjonctive (B74.-);0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H131;onjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H132;onjonctivite au cours d'autres maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H133;emphigoïde oculaire (L12.-);0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H138;utres affections de la conjonctive au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H150;clérite;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H151;pisclérite;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H158;utres affections de la sclérotique;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H159;ffection de la sclérotique, sans précision;0;;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;H160;lcère de la cornée;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H161;utres kératites superficielles sans conjonctivite;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H162;ératoconjonctivite;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H163;ératite interstitielle et profonde;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;05/09/05 MAJ TXT;
D;H164;éovascularisation cornéenne;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H168;utres kératites;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H169;ératite, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H170;eucome adhérent;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H171;utres opacités cornéennes centrales;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H178;utres cicatrices et opacités cornéennes;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H179;icatrice et opacité cornéennes, sans précision;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H180;igmentation et dépôts cornéens;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H181;ératopathie bulleuse;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H182;utre oedème de la cornée;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H183;ésions des membranes cornéennes;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H184;égénérescence de la cornée;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H185;ystrophies cornéennes héréditaires;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H186;ératocône;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H187;utres déformations de la cornée;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H188;utres affections précisées de la cornée;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H189;ffection de la cornée, sans précision;0;;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;H190;clérite et épisclérite au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H191;ératite et kératoconjonctivite dues au virus de l'herpès (B00.5);0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H192;ératite et kératoconjonctivite au cours d'autres maladies infectieuses et parasitaires classées ailleurs;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H193;ératite et kératoconjonctivite au cours d'autres maladies classées ailleurs;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H198;utres affections de la sclérotique et de la cornée au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H200;ridocyclite aiguë et subaiguë;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H201;ridocyclite chronique;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H202;ridocyclite due aux lentilles de contact;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H208;utres iridocyclites;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H209;ridocyclite, sans précision;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H210;yphéma;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H211;utres affections vasculaires de l'iris et du corps ciliaire;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H212;ffections dégénératives de l'iris et du corps ciliaire;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H213;ystes de l'iris, du corps ciliaire et de la chambre antérieure de l'oeil;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H214;embranes pupillaires;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H215;utres adhérences et perturbations de l'iris et du corps ciliaire;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H218;utres affections précisées de l'iris et du corps ciliaire;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H219;ffection de l'iris et du corps ciliaire, sans précision;0;;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;H220;ridocyclite au cours de maladies infectieuses et parasitaires classées ailleurs;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H221;ridocyclite au cours d'autres maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H228;utres affections de l'iris et du corps ciliaire au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H250;ataracte incipiente sénile;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H251;ataracte sénile nucléaire;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H252;ataracte sénile, de type Morgagni;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H258;utres cataractes séniles;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H259;ataracte sénile, sans précision;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H260;ataracte infantile, juvénile et présénile;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H261;ataracte traumatique;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H262;ataracte compliquée;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H263;ataracte médicamenteuse;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H264;équelles de cataracte;0;;0;0;0;0;1;1;0;N;N;N;O;;O;25/6/09;JF;"26/03/09 dpdrint(v11);";dpdrint
D;H268;utres cataractes précisées;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H269;ataracte, sans précision;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H270;phakie;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H271;uxation du cristallin;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H278;utres affections précisées du cristallin;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H279;ffection du cristallin, sans précision;0;;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;H280;ataracte diabétique (E10-E14 avec le quatrième chiffre .3);0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H281;ataracte au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H282;ataracte au cours d'autres maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H288;utres affections du cristallin au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H300;horiorétinite en foyer;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H301;horiorétinite disséminée;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H302;yclite postérieure;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H308;utres choriorétinites;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H309;horiorétinite, sans précision;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H310;icatrices choriorétiniennes;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H311;égénérescence choroïdienne;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H312;ystrophie héréditaire de la choroïde;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H313;émorragie et rupture de la choroïde;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H314;écollement de la choroïde;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H318;utres affections précisées de la choroïde;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H319;ffection de la choroïde, sans précision;0;;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;H320;ffections choriorétiniennes au cours de maladies infectieuses et parasitaires classées ailleurs;0;;0;0;0;0;0;0;0;N;N;N;N;;O;25/6/09;JF;"20/03/09 finvalid 28/02/09 car ext (code pere);";FINvalid (pere)
D;H3200;Rétinite à cytomégalovirus (B25.8);1;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H3201;Rétinite à toxoplasma (B58.0);1;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H3208;Affections choriorétiniennes au cours d'autres maladies infectieuses et parasitaires classées ailleurs;1;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H328;utres affections choriorétiniennes au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H330;écollement de la rétine avec déchirure rétinienne;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H331;étinoschisis et kystes rétiniens;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H332;écollement (séreux) de la rétine;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H333;échirures rétiniennes sans décollement;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H334;écollement par traction de la rétine;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H335;utres décollements rétiniens;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H340;cclusion transitoire de l'artère de la rétine;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H341;cclusion de l'artère centrale de la rétine;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H342;utres occlusions de l'artère de la rétine;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H348;utres occlusions vasculaires rétiniennes;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H349;cclusion vasculaire rétinienne, sans précision;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H350;utres rétinopathies et altérations vasculaires rétiniennes;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H351;étinopathie de la prématurité;0;4;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H352;utres rétinopathies proliférantes;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H353;égénérescence de la macula et du pôle postérieur;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H354;égénérescence rétinienne (périphérique);0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H355;ystrophie rétinienne héréditaire;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H356;émorragie rétinienne;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H357;écollement des couches de la rétine;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H358;utres affections rétiniennes précisées;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H359;ffection rétinienne, sans précision;0;;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;H360;étinopathie diabétique (E10-E14 avec la quatrième chiffre .3);0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H368;utres affections rétiniennes au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H400;laucome limite;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H401;laucome (primitif) à angle ouvert;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H402;laucome (primitif) à angle étroit;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H403;laucome secondaire à un traumatisme oculaire;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H404;laucome secondaire à une inflammation de l'oeil;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H405;laucome secondaire à d'autres affections oculaires;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H406;laucome médicamenteux;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H408;utres glaucomes;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H409;laucome, sans précision;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H420;laucome au cours de maladies endocriniennes, nutritionnelles et métaboliques;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H428;laucome au cours d'autres maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H430;rolapsus du corps vitré;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H431;émorragie du corps vitré;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H432;pacités cristallines du corps vitré;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H433;utres opacités du corps vitré;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H438;utres affections du corps vitré;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H439;ffection du corps vitré, sans précision;0;;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;H440;ndophtalmie purulente;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H441;utres endophtalmies;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H442;yopie dégénérative;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H443;utres affections dégénératives du globe oculaire;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H444;ypotonie de l'oeil;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H445;égénérescence du globe oculaire;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H446;étention (ancienne) intraoculaire de corps étranger magnétique;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H447;étention (ancienne) intraoculaire de corps étranger non magnétique;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H448;utres affections du globe oculaire;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H449;ffection du globe oculaire, sans précision;0;;0;0;0;1;1;1;0;N;N;N;O;;O;25/6/09;JF;"26/07/07 finvalid; ; 09/02/07: dpimp dpint";
D;H450;émorragie du corps vitré au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H451;ndophtalmie au cours de maladies classées ailleurs;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H458;utres affections du corps vitré et du globe oculaire au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H46;vrite optique;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H470;ffections du nerf optique, non classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H471;edème papillaire, sans précision;0;;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H472;trophie optique;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H473;utres affections de la papille optique;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H474;ffections du chiasma optique;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H475;ffections des autres voies optiques;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H476;ffections du cortex visuel;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H477;ffection des voies optiques, sans précision;0;;0;0;0;1;1;1;0;N;N;N;O;;O;25/6/09;JF;"26/07/07 finvalid; ; 09/02/07: dpimp dpint";
D;H480;trophie optique au cours de maladies classées ailleurs;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H481;évrite rétrobulbaire au cours de maladies classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H488;utres affections du nerf et des voies optiques au cours de maladies classées ailleurs;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H490;aralysie du nerf moteur oculaire commun (III);0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H491;aralysie du nerf pathétique (IV);0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H492;aralysie du nerf moteur oculaire externe (VI);0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H493;phtalmoplégie totale (externe);0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H494;phtalmoplégie externe progressive;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H498;utres strabismes paralytiques;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H499;trabisme paralytique, sans précision;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H500;trabisme convergent concomitant;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H501;trabisme divergent concomitant;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H502;trabisme vertical;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H503;étérotropie intermittente;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H504;étérotropies, autres et sans précision;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H505;étérophorie;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H506;trabisme mécanique;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H508;utres strabismes précisés;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H509;trabisme, sans précision;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H510;aralysie de la conjugaison du regard;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H511;xcès et insuffisance de convergence;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H512;phtalmoplégie internucléaire;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H518;utres anomalies précisées des mouvements binoculaires;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H519;nomalie des mouvements binoculaires, sans précision;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H520;ypermétropie;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H521;yopie;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H522;stigmatisme;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H523;nisométrie et aniséiconie;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H524;resbytie;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H525;roubles de l'accommodation;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H526;utres vices de réfraction;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;H527;ice de réfraction, sans précision;0;;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
